ID	Nazwisko	Imie	Pesel	Zarobki	Telefon	Data zatrudnienia	Stanowisko	IdStanowiska	Plec	IdPlci	NIP	Firma	Telefonkomorkowy	Adresemail	Urodziny	Konto
PR030	Niemira	Ewa	47011163867	2480	0229613704	2003-07-03	pracownik	PR	kobieta	K	708-429-39-37	Hossa Media		en@wp.pl	1947-01-11	24045202220236099606223384
PR155	Zawisza	Rafa³	65040235599	2190	0196541362	2004-11-14	pracownik	PR	mê¿czyzna	M	861-962-24-50	Reda Polska Sp. z o.o.	600548125	rz@adelphia.pl	1965-04-02	24091208360153044203113491
PR002	Domaracki	Micha³	60101446132	1880	600548125	2005-04-03	pracownik	PR	mê¿czyzna	M	708-429-39-37	Hossa Media		md@aster.pl	1960-10-14	24061602460289063002612344
PR204	Pochta	Anna	51040641162	2080	0168656852	2004-12-14	pracownik	PR	kobieta	K				ap@wp.pl	1951-04-06	24055203940230049300547595
PR064	Kraœniewski	Mariusz	87060439331	3220	0236419252	2004-10-11	pracownik	PR	mê¿czyzna	M	708-429-39-37	Hossa Media		mk@gmail.pl	1987-06-04	24044004970605044904295504
PR053	Tatuñ	Artur	30081939852	3470	0168086868	2003-03-29	pracownik	PR	mê¿czyzna	M	765-160-08-68	Light			1930-08-19	24067605440805048007346292
PR143	Normantowicz	Patrycja	35101023621	1660	0184704690	2004-07-04	pracownik	PR	kobieta	K					1935-10-10	24072008070392003101372963
PR150	Soja	Katarzyna	86112344669	1680	0227136384	2004-03-24	pracownik	PR	kobieta	K	247-052-89-81	Mar - Co		ks@aster.pl	1986-11-23	24099500120232010208881539
PR100	Sierszyñski	Kazimierz	87102847694	2410	0218007646	2003-10-10	pracownik	PR	mê¿czyzna	M	861-962-24-50	Reda Polska Sp. z o.o.		ks@gmail.pl	1987-10-28	24044500700706055708696075
PR072	Gorszanow	Justyna	45050421483	1510	0197890085	2003-08-03	pracownik	PR	kobieta	K	861-962-24-50	Reda Polska Sp. z o.o.			1945-05-04	24050406050291087103406340
PR188	Krogulec	Kazimierz	37120540497	2100	0245468482	2005-01-09	pracownik	PR	mê¿czyzna	M				kk@gmail.pl	1937-12-05	24016905220937058005520776
PR066	Smolarczyk	Pawe³	86031823353	3640	0178294618	2003-06-08	pracownik	PR	mê¿czyzna	M	840-155-42-56	GCI		ps@aster.pl	1986-03-18	24036402030563090902723467
PR194	Majewski	Henryk	65100222271	3850	0196932873	2004-01-09	pracownik	PR	mê¿czyzna	M				hm@gmail.pl	1965-10-02	24075409890161038001914351
PR134	Marczak	Ma³gorzata	45072821641	1680	0126900872	2002-11-18	pracownik	PR	kobieta	K	861-962-24-50	Reda Polska Sp. z o.o.		mm@aster.pl	1945-07-28	24038509790998072505836990
KI016	Œlósarczyk	Tomasz	51011426491	1980	0188310742	2003-10-24	kierownik	KI	mê¿czyzna	M	861-962-24-50	Reda Polska Sp. z o.o.		tœ@aster.pl	1951-01-14	24088707990880059605164315
PR014	Go³êbiewski	Piotr	43091241774	2120	601589608	2002-03-25	pracownik	PR	mê¿czyzna	M	860-885-46-08	Merituum		pg@wp.pl	1943-09-12	24063406190025091401392125
PR094	Sawicka	Paulina	83082267466	2380	0187342709	2002-11-20	pracownik	PR	kobieta	K			601563107	ps@aster.pl	1983-08-22	24040609820695066103145978
DY006	Deoniziak	Karol	70012241276	3920	601935106	2004-02-12	dyrektor	DY	mê¿czyzna	M	166-279-27-16	INFOS		kd@adelphia.pl	1970-01-22	24076108950059031203178741
PR165	Szostak	W³adys³awa	54030943806	2400	0205887059	2003-02-22	pracownik	PR	kobieta	K	708-429-39-37	Hossa Media			1954-03-09	24088707990880059605165160
KI015	Okrzeja	Iwona	44100528181	2360	0259873793	2002-06-24	kierownik	KI	kobieta	K	860-885-46-08	Merituum		io@gmail.pl	1944-10-05	24092004120246078808510651
PR010	Or³owski	Damian	74060331695	2000	0215626679	2003-10-18	pracownik	PR	mê¿czyzna	M	861-962-24-50	Reda Polska Sp. z o.o.			1974-06-03	24091208360153044203114592
MA002	Boiñski	Maciej	33070545779	3260	601348184	2002-05-21	magazynier	MA	mê¿czyzna	M	426-228-93-45	Delta		mb@wp.pl	1933-07-05	24063406190025091401390110
PR153	Bia³kowska	Anna	46092866883	3080	600286293	1998-10-16	pracownik	PR	kobieta	K	426-228-93-45	Delta		ab@adelphia.pl	1946-09-28	24036402030563090902720722
PR034	Figurska	Maria	84091747181	3450	600879672	1999-11-08	pracownik	PR	kobieta	K	861-962-24-50	Reda Polska Sp. z o.o.		mf@gmail.pl	1984-09-17	24002206880837026100077904
DY005	Bednarczyk	Katarzyna	68081846544	5120	600584879	1998-06-25	dyrektor	DY	kobieta	K	840-155-42-56	GCI		kb@gmail.pl	1968-08-18	24072205590885071702340488
DY004	Biniecka	Luiza	31020722188	4200	601554257	2001-05-12	dyrektor	DY	kobieta	K	247-052-89-81	Mar - Co		lb@wp.pl	1931-02-07	24031907670011005105217779
PR079	¯urawska	Katarzyna	55032842247	1550	0219685994	2005-01-31	pracownik	PR	kobieta	K	110-650-54-45	Amco s.c.		k¿@gmail.pl	1955-03-28	24037403320376057207321780
PR076	Jasiñski	Kamil	34080728952	2000	0167715055	2002-07-18	pracownik	PR	mê¿czyzna	M	247-052-89-81	Mar - Co	600999559	kj@adelphia.pl	1934-08-07	24045809250594062706255414
KI003	Nikiel	Wiktoria	51050526349	4040	0257882534	2002-06-28	kierownik	KI	kobieta	K	861-962-24-50	Reda Polska Sp. z o.o.		wn@aster.pl	1951-05-05	24015907740717028205802995
PR057	Pisarek	Dariusz	67082831937	3570	0124493422	2004-06-30	pracownik	PR	mê¿czyzna	M	861-962-24-50	Reda Polska Sp. z o.o.		dp@gmail.pl	1967-08-28	24001405470932073703290227
PR161	Romaniuk	Marcin	88050646317	3710	0217196171	2003-06-30	pracownik	PR	mê¿czyzna	M	247-052-89-81	Mar - Co		mr@gmail.pl	1988-05-06	24009506900663057206940744
PR093	Oœko	Agnieszka	74070125624	2050	0214919267	2004-08-22	pracownik	PR	kobieta	K				ao@wp.pl	1974-07-01	24044500700706055708695720
PR167	Cieœlak	Maria	85061269324	2860	602145861	2005-08-06	pracownik	PR	kobieta	K				mc@adelphia.pl	1985-06-12	24040609820695066103140546
PR126	S³omka	Katarzyna	37112549509	3130	0226669142	2005-01-06	pracownik	PR	kobieta	K	840-155-42-56	GCI		ks@aster.pl	1937-11-25	24017903200471035606966504
PR138	Brzeziñska	Anna	87080541182	2980	600999559	2001-03-19	pracownik	PR	kobieta	K	708-429-39-37	Hossa Media		ab@adelphia.pl	1987-08-05	24045202220236099606222656
PR036	Rudnik	Andrzej	42122322699	2650	0135121903	2004-07-11	pracownik	PR	mê¿czyzna	M	247-052-89-81	Mar - Co		ar@adelphia.pl	1942-12-23	24043804290438088805500582
ST014	Czerchlañska	Magdalena	39121524368	2070	601784660	2004-10-31	sta¿ysta	ST	kobieta	K	860-885-46-08	Merituum		mc@adelphia.pl	1939-12-15	24048607530574060102512350
PR176	Kiepara	W³adys³awa	51020660509	2000	0225557803	2003-06-24	pracownik	PR	kobieta	K			601554257	wk@adelphia.pl	1951-02-06	24067605440805048007345895
ST020	Wojciechowska	Ma³gorzata	59110423627	2720	0249077824	2004-07-12	sta¿ysta	ST	kobieta	K	860-885-46-08	Merituum		mw@aster.pl	1959-11-04	24061602460289063002614227
PR171	Zychora	W³adys³awa	37031146829	3810	0207316794	2004-08-26	pracownik	PR	kobieta	K					1937-03-11	24038509790998072505835593
PR175	Celicki	Edward	49042123519	1830	601549529	2002-06-08	pracownik	PR	mê¿czyzna	M			602196280	ec@gmail.pl	1949-04-21	24067006650028002405600937
PR142	Ryba	Anna	57022269722	2150	0229739089	2004-11-12	pracownik	PR	kobieta	K	426-228-93-45	Delta		ar@wp.pl	1957-02-22	24084408780851095503351629
PR027	Othaniel	Monika	56071761865	1970	0168777074	2003-10-30	pracownik	PR	kobieta	K	247-052-89-81	Mar - Co			1956-07-17	24001405470932073703297136
PR217	Miechalak	Jan	62091137559	3100	0194797897	2003-06-12	pracownik	PR	mê¿czyzna	M			600175128	jm@adelphia.pl	1962-09-11	24052403760012068404640084
PR124	Molski	Tomasz	88041849237	2620	0238894609	2003-11-23	pracownik	PR	mê¿czyzna	M	166-279-27-16	INFOS		tm@aster.pl	1988-04-18	24031309020066094101931952
PR195	Horañski	Henryk	82011328957	1200	0217655882	2004-03-04	pracownik	PR	mê¿czyzna	M				hh@gmail.pl	1982-01-13	24091100210489087307366941
PR006	Wasilewska	Ma³gorzata	47080963243	3160	0166597468	2002-08-07	pracownik	PR	kobieta	K	708-429-39-37	Hossa Media		mw@aster.pl	1947-08-09	24038509790998072505838562
HA002	Ambroziak	Grzegorz	78070343033	2680	601711387	2005-11-28	handlowiec	HA	mê¿czyzna	M	860-885-46-08	Merituum		ga@adelphia.pl	1978-07-03	24058705750274019200268141
PR156	Skorupska	Paulina	41030244761	3250	0235567867	2004-05-25	pracownik	PR	kobieta	K	861-962-24-50	Reda Polska Sp. z o.o.		ps@wp.pl	1941-03-02	24044500700706055708690253
PR172	Kaminski	Edward	59030730016	3920	0258945405	2003-09-05	pracownik	PR	mê¿czyzna	M				ek@gmail.pl	1959-03-07	24094404630136044106177004
PR090	Morga	Grzegorz	37022344959	2230	0156896933	2003-08-14	pracownik	PR	mê¿czyzna	M	166-279-27-16	INFOS		gm@adelphia.pl	1937-02-23	24081806660359059706640625
KS005	JaŸwiñska	Edyta	78071627642	2480	0247623985	2004-05-07	ksiêgowy	KS	kobieta	K	840-155-42-56	GCI	600469756	ej@gmail.pl	1978-07-16	24059908310776019105060723
DY003	Wrzesiñska	Ma³gorzata	75010563944	3980	0136503237	2004-05-24	dyrektor	DY	kobieta	K	247-052-89-81	Mar - Co		mw@aster.pl	1975-01-05	24016905220937058005524434
MA008	Cieplak	Karolina	44030964309	2110	602894378	2005-11-04	magazynier	MA	kobieta	K	166-279-27-16	INFOS		kc@adelphia.pl	1944-03-09	24072801260631059108920602
PR210	Lukasinski	Stanislaw	42011720951	3440	0195255665	2005-02-26	pracownik	PR	mê¿czyzna	M			600527318	sl@aster.pl	1942-01-17	24052403760012068404647413
PR200	Filowski	Ryszard	41100344638	2700	600749491	2000-06-15	pracownik	PR	mê¿czyzna	M				rf@adelphia.pl	1941-10-03	24081607100924078705546154
PR170	Mirka	W³adys³awa	41112445987	3490	0159217737	2004-12-28	pracownik	PR	kobieta	K				wm@aster.pl	1941-11-24	24005703790800094004472393
PR141	Frej	Beata	50050140986	2960	600364696	2000-02-22	pracownik	PR	kobieta	K	247-052-89-81	Mar - Co		bf@aster.pl	1950-05-01	24061602460289063002610528
PR081	Warnecki	Micha³	49121238073	3430	0157565002	2003-01-25	pracownik	PR	mê¿czyzna	M	708-429-39-37	Hossa Media		mw@gmail.pl	1949-12-12	24012808490952066508330316
HA010	Osiej	Wojciech	30072130992	2650	0175164886	2002-10-22	handlowiec	HA	mê¿czyzna	M	860-885-46-08	Merituum		wo@adelphia.pl	1930-07-21	24030709360376013206265035
PR166	Sztyber	W³adys³awa	58072663726	4130	0225898359	2003-05-14	pracownik	PR	kobieta	K					1958-07-26	24043804290438088805507922
PR179	Skowron	Marian	85021325017	2110	0137083249	2003-03-03	pracownik	PR	mê¿czyzna	M				ms@aster.pl	1985-02-13	24031907670011005105210529
PR084	Chryciuk	Renata	88070960426	4060	600104703	2003-07-15	pracownik	PR	kobieta	K	861-962-24-50	Reda Polska Sp. z o.o.		rc@wp.pl	1988-07-09	24012808490952066508334644
PR147	Bator	Magdalena	68080647429	3080	600917140	2005-01-30	pracownik	PR	kobieta	K	247-052-89-81	Mar - Co	600256361	mb@adelphia.pl	1968-08-06	24029406040955093302434034
KI001	Szyszko	Beata	72041527022	2670	0124443128	2003-01-30	kierownik	KI	kobieta	K	426-228-93-45	Delta		bs@aster.pl	1972-04-15	24051905540440000702845019
HA003	Zago¿d¿on	Micha³	78020528819	2430	0228037921	2003-12-23	handlowiec	HA	mê¿czyzna	M	860-885-46-08	Merituum		mz@gmail.pl	1978-02-05	24017903200471035606967904
PR008	£ojek	Izabela	56072329008	2510	0208189552	2003-11-18	pracownik	PR	kobieta	K	247-052-89-81	Mar - Co	601702209	i³@gmail.pl	1956-07-23	24076108950059031203179062
PR191	Czerwiñski	Ryszard	78011434758	2350	600131565	1998-04-01	pracownik	PR	mê¿czyzna	M			601555010	rc@aster.pl	1978-01-14	24072008070392003101371551
PR163	Nowak	Renata	59022420705	3320	0169592953	2004-04-30	pracownik	PR	kobieta	K	110-650-54-45	Amco s.c.		rn@wp.pl	1959-02-24	24067605440805048007340184
ST013	Nitowska	Monika	30030867087	3120	0155124629	2003-07-14	sta¿ysta	ST	kobieta	K	860-885-46-08	Merituum	600917140	mn@wp.pl	1930-03-08	24043804290438088805502426
PR003	Miko³ajczyk	Krzysztof	36040545777	3380	0245260229	2004-09-23	pracownik	PR	mê¿czyzna	M	953-584-13-08	Dormington Sp. z o.o.		km@gmail.pl	1936-04-05	24045809250594062706257277
AD002	Dolik	Pawe³	51061334674	1420	601542647	2003-12-09	administracja	AD	mê¿czyzna	M	426-228-93-45	Delta		pd@gmail.pl	1951-06-13	24012808490952066508338627
PR080	Kopek	Krzysztof	67051333031	2540	0258735029	2002-06-24	pracownik	PR	mê¿czyzna	M	110-650-54-45	Amco s.c.	601282117		1967-05-13	24076905300378062708118573
MA007	Grodzicka	Jolanta	47061729929	3470	0177509237	2004-10-06	magazynier	MA	kobieta	K	861-962-24-50	Reda Polska Sp. z o.o.		jg@gmail.pl	1947-06-17	24036402030563090902724746
PR016	Ró¿ycki	Robert	37042529633	2600	0157689106	2004-06-06	pracownik	PR	mê¿czyzna	M				rr@gmail.pl	1937-04-25	24063406190025091401396926
KI006	Kociñska	Ewelina	71012129186	2940	0144817216	2005-01-01	kierownik	KI	kobieta	K	247-052-89-81	Mar - Co		ek@aster.pl	1971-01-21	24013801500545076103823450
PR219	Tomaszuk	Jan	85022346471	3150	0165260367	2003-02-08	pracownik	PR	mê¿czyzna	M				jt@aster.pl	1985-02-23	24072205590885071702347642
PR049	Andrzejewska	Katarzyna	84121029207	3230	602329255	2003-06-05	pracownik	PR	kobieta	K	765-160-08-68	Light	600254657		1984-12-10	24092800470918020101252526
PR214	Marciniak	Heronima	43050227948	3030	0229553344	2004-11-20	pracownik	PR	kobieta	K				hm@wp.pl	1943-05-02	24084408780851095503356345
KI014	£ysakowski	Konrad	44122449051	3210	0247845857	2004-01-03	kierownik	KI	mê¿czyzna	M	247-052-89-81	Mar - Co		k³@wp.pl	1944-12-24	24076108950059031203170215
PR023	Fedorowicz	Ma³gorzata	73020862781	4360	600466164	2001-03-28	pracownik	PR	kobieta	K			600104703	mf@aster.pl	1973-02-08	24044500700706055708692222
PR089	Œwiêtochowska	Iwona	81010446662	2560	0216133016	2004-12-03	pracownik	PR	kobieta	K			600364696		1981-01-04	24092004120246078808514969
PR033	Rybka	Agnieszka	89112528242	2880	0257478073	2002-10-13	pracownik	PR	kobieta	K	861-962-24-50	Reda Polska Sp. z o.o.		ar@adelphia.pl	1989-11-25	24094404630136044106170904
PR015	Matusewicz	Sylwia	51052562864	2720	0146187137	2003-10-27	pracownik	PR	kobieta	K	791-326-35-68	Media-Ster Sp. z o.o.		sm@adelphia.pl	1951-05-25	24050301430920019608901566
PR181	Mi³oszow	Ludwik	41020841196	2260	0204936555	2005-02-09	pracownik	PR	mê¿czyzna	M			601542647	lm@adelphia.pl	1941-02-08	24092000840521064602698730
KI011	Schamlewska	Monika	41120667302	2050	0206722795	2004-06-09	kierownik	KI	kobieta	K	110-650-54-45	Amco s.c.	600279373	ms@aster.pl	1941-12-06	24055203940230049300541884
HA009	Go³êbiewska	Edyta	65022248485	1180	600745413	1999-04-07	handlowiec	HA	kobieta	K	860-885-46-08	Merituum		eg@wp.pl	1965-02-22	24081806660359059706642242
PR177	Wiart	Alina	50080825604	2230	0149166854	2005-02-22	pracownik	PR	kobieta	K			601249520	aw@adelphia.pl	1950-08-08	24045202220236099606220384
KS003	Szperalski	Rafa³	76041924711	2740	0138659616	2003-05-19	ksiêgowy	KS	mê¿czyzna	M	791-326-35-68	Media-Ster Sp. z o.o.		rs@gmail.pl	1976-04-19	24057203050126000609930180
ST021	Górska	Ewa	34062345809	2580	0159370805	2004-11-14	sta¿ysta	ST	kobieta	K	860-885-46-08	Merituum	600749491		1934-06-23	24052403760012068404648795
PR119	Grochowicz	Bo¿ena	51080469142	1680	0208292395	2003-08-01	pracownik	PR	kobieta	K	166-279-27-16	INFOS		bg@aster.pl	1951-08-04	24032400090660097708080598
PR157	Godos	Agnieszka	88072044047	3010	600175128	2003-05-01	pracownik	PR	kobieta	K	247-052-89-81	Mar - Co		ag@adelphia.pl	1988-07-20	24045206990900008903811688
PR218	Nogat	Krzysztof	65010925813	3780	0137305261	2004-05-24	pracownik	PR	mê¿czyzna	M					1965-01-09	24073208810853009705659092
PR116	¯ebrowski	Adrian	76110523171	2260	0136371406	2003-07-09	pracownik	PR	mê¿czyzna	M	840-155-42-56	GCI			1976-11-05	24000008620854097802164370
PR078	Kulasiñski	Jakub	53081441394	2450	0169224309	2002-09-28	pracownik	PR	mê¿czyzna	M	845-328-23-51	A1-A4	600466164		1953-08-14	24035606580399081508044606
PR184	Hora	Marek	59122047079	2380	0227846131	2005-02-09	pracownik	PR	mê¿czyzna	M				mh@wp.pl	1959-12-20	24050406050291087103404536
PR099	Mielcuch	Iga	35122524208	2550	0188631015	2004-08-05	pracownik	PR	kobieta	K	840-155-42-56	GCI		im@aster.pl	1935-12-25	24045206990900008903813206
PR205	Szelic	Henryk	55052834538	3190	0175061345	2003-06-27	pracownik	PR	mê¿czyzna	M			601711387	hs@adelphia.pl	1955-05-28	24076905300378062708118871
PR007	Markuszewska	Wanda	37100366264	2070	0189583357	2003-06-30	pracownik	PR	kobieta	K	840-155-42-56	GCI		wm@adelphia.pl	1937-10-03	24035606580399081508043229
PR145	Pecura	Kamil	72052228251	3190	0236435183	2004-11-02	pracownik	PR	mê¿czyzna	M	861-962-24-50	Reda Polska Sp. z o.o.		kp@wp.pl	1972-05-22	24065902670184024307796360
PR108	Szymañczyk	Paula	44052520381	1280	0256467973	2003-01-03	pracownik	PR	kobieta	K	166-279-27-16	INFOS		ps@adelphia.pl	1944-05-25	24037403320376057207327776
PR154	Jagura	Marta	47061047146	1870	0254633285	2004-03-14	pracownik	PR	kobieta	K	110-650-54-45	Amco s.c.	600891478	mj@aster.pl	1947-06-10	24084408780851095503350961
PR129	Król	Joanna	75112722243	3100	0179006979	2004-03-13	pracownik	PR	kobieta	K	426-228-93-45	Delta		jk@wp.pl	1975-11-27	24013801500545076103827810
PR069	Janiszek	Adriana	69110528086	2130	0236433058	2004-03-04	pracownik	PR	kobieta	K				aj@gmail.pl	1969-11-05	24037403320376057207320058
PR044	Jakubasik	Alicja	39012022588	2750	0158865383	2004-04-13	pracownik	PR	kobieta	K	166-279-27-16	INFOS			1939-01-20	24031309020066094101931638
AD004	£ukaszek	Marta	68100120082	3890	0147321081	2003-06-25	administracja	AD	kobieta	K	765-160-08-68	Light	601804995	m³@wp.pl	1968-10-01	24067006650028002405604079
PR018	Oszkiel	Wioletta	75021246483	2010	0197401050	2003-04-08	pracownik	PR	kobieta	K	840-155-42-56	GCI		wo@gmail.pl	1975-02-12	24092004120246078808512923
KI010	Lipiñska	Urszula	44030166381	2740	0226449346	2004-09-10	kierownik	KI	kobieta	K	845-328-23-51	A1-A4		ul@gmail.pl	1944-03-01	24065902670184024307796160
PR071	Piêtka	Rafa³	86120837834	2000	0147561177	2002-07-31	pracownik	PR	mê¿czyzna	M	861-962-24-50	Reda Polska Sp. z o.o.			1986-12-08	24076108950059031203176326
PR224	Zegadlik	Marian	49021539379	2360	0194906387	2002-09-02	pracownik	PR	mê¿czyzna	M			602350970	mz@gmail.pl	1949-02-15	24092800470918020101257912
PR206	Karska	Janina	38081740728	2500	0148096236	2002-08-26	pracownik	PR	kobieta	K			601478252	jk@aster.pl	1938-08-17	24075409890161038001910477
KI013	Jab³ecka	Joanna	51072228562	1770	0216395142	2003-06-22	kierownik	KI	kobieta	K	708-429-39-37	Hossa Media	600280616	jj@wp.pl	1951-07-22	24048607530574060102516728
PR095	Kugler	Aida	32081868543	2970	0165535434	2004-03-26	pracownik	PR	kobieta	K				ak@gmail.pl	1932-08-18	24076905300378062708110462
PR102	Rydz	Adam	65011242755	3040	0258517342	2003-10-09	pracownik	PR	mê¿czyzna	M	426-228-93-45	Delta	601348184	ar@gmail.pl	1965-01-12	24045202870310092601730919
PR140	Wojda	Jakub	65112330391	2720	0217213001	2003-02-02	pracownik	PR	mê¿czyzna	M	840-155-42-56	GCI		jw@adelphia.pl	1965-11-23	24092800470918020101256585
KI007	Batory	Aneta	36040268003	2670	600469756	2005-03-09	kierownik	KI	kobieta	K	166-279-27-16	INFOS	600221866	ab@adelphia.pl	1936-04-02	24091100210489087307360473
PR223	Antes	Marian	56070122535	2750	602487960	2005-02-21	pracownik	PR	mê¿czyzna	M				ma@adelphia.pl	1956-07-01	24065208310440053500880277
PR067	Kalman	Andrzej	34121143711	3030	0147485354	2004-05-27	pracownik	PR	mê¿czyzna	M	247-052-89-81	Mar - Co	600740972	ak@aster.pl	1934-12-11	24051905540440000702840301
PR050	Popielczyk	Dariusz	35112138176	2460	0144545125	2003-04-11	pracownik	PR	mê¿czyzna	M	765-135-08-44	CLM		dp@gmail.pl	1935-11-21	24059908310776019105068240
PR225	Antesik	Marian	64031324739	2630	601563107	2004-05-26	pracownik	PR	mê¿czyzna	M			601813266	ma@gmail.pl	1964-03-13	24032400090660097708085952
PR127	Byshchuk	Iryna	64011147985	2190	601702209	2002-01-23	pracownik	PR	kobieta	K	861-962-24-50	Reda Polska Sp. z o.o.		ib@wp.pl	1964-01-11	24099906400333042401682674
PR026	So³oducha	Kamil	65090247971	2420	0186682822	2004-01-24	pracownik	PR	mê¿czyzna	M	166-279-27-16	INFOS		ks@wp.pl	1965-09-02	24048607530574060102517496
PR046	Dziubiñska	Ma³gorzata	64041521205	2610	600803663	1998-02-17	pracownik	PR	kobieta	K	247-052-89-81	Mar - Co	602894378	md@wp.pl	1964-04-15	24045202220236099606226870
PR120	Dzidek	Katarzyna	53071546241	2120	602564323	1998-12-18	pracownik	PR	kobieta	K				kd@aster.pl	1953-07-15	24091301340352093009385756
PR137	Wojciechowska	Danuta	70072144469	2450	0214449370	2005-01-16	pracownik	PR	kobieta	K				dw@gmail.pl	1970-07-21	24058705750274019200264957
PR198	Pe³ka	Wac³aw	55050539091	2430	0208853491	2004-01-03	pracownik	PR	mê¿czyzna	M				wp@gmail.pl	1955-05-05	24009506900663057206945391
KS004	Uchal	Emilia	56122469722	3030	0176426245	2003-10-16	ksiêgowy	KS	kobieta	K	247-052-89-81	Mar - Co		eu@aster.pl	1956-12-24	24058705750274019200260438
PR021	Bu³ka	Marta	48012847402	3250	600623463	2002-07-24	pracownik	PR	kobieta	K	166-279-27-16	INFOS		mb@wp.pl	1948-01-28	24045206990900008903810195
ST012	Syska	Marzena	60020265126	2560	0196747209	2003-01-23	sta¿ysta	ST	kobieta	K	860-885-46-08	Merituum		ms@wp.pl	1960-02-02	24073208810853009705650404
PR039	Garbolewska	Sylwia	72012269069	1940	601294098	2002-05-26	pracownik	PR	kobieta	K			601774790		1972-01-22	24050301430920019608902557
PR074	PokrPRek	Beata	80020823689	3460	0169641281	2003-12-04	pracownik	PR	kobieta	K	247-052-89-81	Mar - Co		bp@adelphia.pl	1980-02-08	24022706800876003501668816
PR038	Mantyk	Robert	44061943991	3140	0176775258	2003-10-26	pracownik	PR	mê¿czyzna	M	247-052-89-81	Mar - Co		rm@gmail.pl	1944-06-19	24052403760012068404641691
KI005	Mantyk	Artur	68121130215	2350	0158866782	2005-02-03	kierownik	KI	mê¿czyzna	M	247-052-89-81	Mar - Co		am@adelphia.pl	1968-12-11	24015907740717028205804938
PR060	Koz³owska	Monika	80101442648	2420	0158750603	2003-10-25	pracownik	PR	kobieta	K	861-962-24-50	Reda Polska Sp. z o.o.		mk@aster.pl	1980-10-14	24017903200471035606960213
PR199	Deptu³a	Marian	54070533151	2530	600262615	2006-02-25	pracownik	PR	mê¿czyzna	M			601827322	md@gmail.pl	1954-07-05	24001405470932073703296522
PR035	Górnicka	Ewa	55121264925	2570	0228834031	2002-08-23	pracownik	PR	kobieta	K	247-052-89-81	Mar - Co		eg@wp.pl	1955-12-12	24005703790800094004476854
PR065	Radwañska	Ma³gorzata	86110363925	1110	0234583988	2002-11-17	pracownik	PR	kobieta	K	708-429-39-37	Hossa Media	601294098	mr@adelphia.pl	1986-11-03	24072205590885071702347660
PR122	Jêdrzejewska	Beata	85091249369	3540	0187909619	2002-11-17	pracownik	PR	kobieta	K				bj@gmail.pl	1985-09-12	24081607100924078705540877
PR128	Grzesiñski	Pawe³	37121836391	2800	0166642542	2003-01-05	pracownik	PR	mê¿czyzna	M	708-429-39-37	Hossa Media		pg@adelphia.pl	1937-12-18	24081806660359059706644457
